"id","Edad","GENERO","NUMERO_HIJOS","PROFESION","SERVICIO","TIEMPO_PROPIETARIO","KILOMETRAJE_INSTALACION","Edad Licencia","RELACION_ASEGURADO","CILINDRAJE","CIUDAD","Min(Recorrido (Km))","Min(Frenadas (Uni))","Min(Arrancadas (Uni))","Min(Aceleraciones (Uni))","Min(Exceso Velocidad (Min))","Min(Maxima Velocidad (Km/h))","Min(Tiempo Uso (Min))","Min(Uso Zona (Min))","Min(Fuera Zona (Min))","Min(Colision)","Max(Recorrido (Km))","Max(Frenadas (Uni))","Max(Arrancadas (Uni))","Max(Aceleraciones (Uni))","Max(Exceso Velocidad (Min))","Max(Maxima Velocidad (Km/h))","Max(Tiempo Uso (Min))","Max(Uso Zona (Min))","Max(Fuera Zona (Min))","Max(Colision)","Mean(Recorrido (Km))","Mean(Frenadas (Uni))","Mean(Arrancadas (Uni))","Mean(Aceleraciones (Uni))","Mean(Exceso Velocidad (Min))","Mean(Maxima Velocidad (Km/h))","Mean(Tiempo Uso (Min))","Mean(Uso Zona (Min))","Mean(Fuera Zona (Min))","Mean(Colision)","CLASE","MODELO","SINIESTROS_2016","SINIESTROS_2017","SINIESTROS_2018"
"35947435",42.51,1,0,3,0,0,"16",7.83,1,1600,1,0,0,0,0,0,0,0,0,0,0,80,14,1,8,18,129.5,60,53,60,1,13.5,0.38,0,0.14,1.4,37.8,25.71,2.22,23.49,0.01,0,2009,0,1,0
"19169636",49.88,1,2,0,0,1,"16,548",4.78,1,1600,1,1,0,0,0,0,0,4,4,0,0,6,2,0,0,0,0,22,22,0,0,1.64,0.18,0,0,0,0,9.09,9.09,0,0,0,2006,0,0,0
"29635857",39.81,0,0,10,0,1,"16,623",1.67,1,1800,1,1,0,0,0,0,0,7,0,0,0,34,2,4,2,0,0,59,47,59,1,9.44,0.07,0.54,0.04,0,0,24.7,17.17,7.54,0.02,0,2009,0,0,0
"5234366",30.04,1,0,10,0,1,"16,774",0.72,1,2500,1,1,0,0,0,0,0,3,0,0,0,41,4,1,30,6,120.25,60,59,59,0,7.18,0.18,0.01,2.87,0.04,2.82,24.5,22.53,1.97,0,0,2010,0,0,0
"88867811",68.26,1,3,8,0,9,"17,024",3.07,1,1800,1,1,0,0,0,0,0,7,0,0,0,39,6,0,7,4,112.85,59,52,38,0,11.33,1.05,0,0.33,0.43,19.93,25.38,16.78,8.6,0,0,1999,0,0,0
"19783780",30.34,1,0,18,0,1,"17,527",2.21,4,1000,1,1,0,0,0,0,0,3,0,0,0,63,148,11,4,54,111,60,39,60,0,14.35,16.38,2.03,0.46,3.77,17.43,26.78,9.8,16.99,0,0,2001,0,1,0
"50242325",59.95,1,3,18,0,1,"17,975",23.52,7,2500,1,0,0,0,0,0,0,0,0,0,0,82,6,12,12,31,125.8,60,60,60,1,11.54,0.15,1.04,0.34,0.31,14.31,27.78,22.91,4.87,0.01,1,2007,0,0,0
"24449034",64.85,1,1,0,0,2,"18,063",2.73,1,1400,1,1,0,0,0,0,0,3,0,0,0,90,7,0,0,33,129.5,60,53,59,1,8.54,0.16,0,0,0.18,6.1,22.18,14.1,8.08,0,0,2007,0,0,0
"73893933",37.42,1,0,4,0,1,"18,267",22.4,1,2500,1,0,0,0,0,0,0,0,0,0,0,44,2,0,11,11,120.25,60,0,60,3,6.12,0.06,0,2.14,0.23,7.72,21.28,0,21.28,0.02,0,2005,0,0,0
"5534853",49.29,0,2,15,0,1,"18,529",26.34,1,2000,1,0,0,0,0,0,0,0,0,0,0,41,2,0,1,18,118.4,59,55,59,1,11.91,0.45,0,0.05,1.55,24.3,30.14,17.77,12.36,0.05,0,2007,0,0,0
"95641894",51.81,1,2,7,0,1,"19,224",37.25,1,2500,1,1,0,0,0,0,0,1,0,0,0,72,3,1,41,24,129.5,57,57,49,0,9.08,0.02,0.01,3.26,0.46,25.19,18.18,15.86,2.32,0,2,2007,0,1,0
"55394151",45.51,0,2,3,0,1,"19,749",3,1,2500,1,0,0,0,0,0,0,0,0,0,0,50,2,1,15,44,107.3,60,60,52,1,5.99,0.04,0,1.85,0.36,1.86,21.23,20.05,1.17,0,0,2008,1,0,0
"76040114",78.24,0,0,3,0,2,"20,099",2.82,1,1400,1,1,0,0,0,0,0,2,0,0,0,83,18,15,53,26,129.5,60,60,59,1,8.1,0.77,1.5,1.07,0.21,8.46,22.28,16.82,5.46,0,0,2006,1,0,0
"93776557",30.91,1,0,10,0,2,"20,148",2,1,1800,1,1,0,0,0,0,0,3,0,0,0,31,2,0,18,29,90.65,60,51,60,0,3.95,0.04,0,1.99,0.16,0.75,17.83,15.23,2.6,0,0,2008,0,1,0
"21391809",50.44,0,0,19,0,2,"20,163",20.3,1,2500,1,1,0,0,0,0,0,4,0,4,0,28,0,0,7,0,0,60,0,60,0,6.48,0,0,1.14,0,0,22.87,0,22.87,0,0,2006,0,0,0
"26327722",26.21,0,0,7,0,1,"20,26",6.36,1,1400,1,0,0,0,0,0,0,0,0,0,0,38,4,2,0,12,118.4,60,2,60,1,8.83,0.04,0.01,0,0.2,9.66,23.78,0,23.78,0.01,0,2003,0,1,0
"35807890",66.28,1,3,3,0,1,"20,44",43.33,1,1800,1,1,0,0,0,0,0,6,0,0,0,39,2,0,5,4,111,60,51,60,0,5.26,0.05,0,0.61,0.03,1.38,21.61,4.55,17.06,0,0,2007,0,0,0
"32488730",48.5,0,2,3,0,1,"20,448",2.18,1,1800,1,1,0,0,0,0,0,3,0,0,0,42,9,0,0,1,103.6,57,55,57,0,5.37,0.23,0,0,0,0.42,18.1,14.15,3.96,0,0,2009,0,0,0
"58068626",32.17,1,0,7,0,1,"20,876",19.98,4,2500,1,1,0,0,0,0,0,6,6,0,0,16,1,0,2,1,116.55,42,42,0,0,7.07,0.07,0,0.21,0.14,14.34,25.25,25.25,0,0,2,2007,0,0,0
"14572084",42.89,0,0,7,0,2,"21,204",2.2,1,1800,1,1,0,0,0,0,0,3,0,0,0,48,177,12,13,33,125.8,58,58,57,0,5.65,4.99,1.28,0.37,0.22,1.55,16.59,12.61,3.98,0,0,2006,0,0,0
"94143862",79.72,0,4,22,0,4,"21,456",18.15,1,1400,1,0,0,0,0,0,0,0,0,0,0,19,3,0,20,1,92.5,60,60,28,1,5.37,0.03,0,1.03,0,0.17,21.22,20.67,0.54,0,0,2004,0,0,0
"8926131",68.42,0,0,12,0,1,"21,542",44.77,1,1400,1,1,0,0,0,0,0,3,0,0,0,64,1,0,11,10,112.85,60,12,60,1,5.57,0.03,0,1.14,0.08,3.51,21.1,0.05,21.05,0,0,2008,0,0,0
"555944",53.43,1,2,3,0,2,"21,58",2.05,1,1400,1,1,0,0,0,0,0,6,0,0,0,52,2,0,5,2,96.2,60,57,60,0,8.17,0.14,0,0.18,0.03,2.17,22.23,14.48,7.75,0,0,2008,1,0,1
"25915836",30.88,0,0,19,0,1,"21,652",2.24,1,1800,1,1,0,0,0,0,0,2,0,0,0,39,19,4,28,3,107.3,60,60,58,0,6.35,0.33,0.01,1.91,0.01,0.44,24.61,19.51,5.1,0,0,2008,0,1,0
"75114155",57.07,1,2,18,0,1,"21,948",29.33,2,1400,1,0,0,0,0,0,0,0,0,0,0,59,49,21,6,7,129.5,60,60,58,1,8.98,4.48,3.98,0.15,0.04,2.52,25.46,24.56,0.9,0.02,0,2008,0,0,0
"88545085",52.98,1,3,0,0,2,"22,223",33.48,7,2000,1,1,0,0,0,0,0,3,0,0,0,55,2,1,0,6,112.85,60,60,60,0,9.81,0.09,0,0,0.08,4.96,23.13,15.88,7.25,0,0,2006,0,1,0
"8945019",35.15,1,0,10,0,7,"22,548",13.65,1,1600,1,1,0,0,0,0,0,6,0,0,0,42,1,0,31,15,127.65,58,58,39,0,7.6,0.13,0,2.81,0.6,13.03,20.13,16.89,3.24,0,0,2003,0,0,0
"48165085",47.72,0,2,14,0,1,"22,729",1.77,1,2500,1,1,0,0,0,0,0,3,0,0,0,51,11,26,8,9,120.25,59,57,59,0,7.58,0.28,3.56,0.22,0.05,1.83,22.9,19.48,3.43,0,0,2009,0,0,0
"55632518",28.25,1,1,3,0,1,"23",3.35,1,2400,1,1,0,0,0,0,0,5,0,0,0,14,9,0,12,0,0,44,24,44,0,4.62,1.9,0,2.48,0,0,20.24,2.52,17.71,0,3,2009,0,0,0
"32214189",28.54,0,0,9,0,1,"23,014",3.19,5,2500,1,1,0,0,0,0,0,6,6,0,0,29,0,0,7,7,111,50,50,14,0,7.19,0,0,1.49,0.15,2.24,22.82,22.57,0.25,0,0,2008,0,0,1
"32274144",45.59,1,1,1,0,4,"23,175",1.8,1,1400,1,1,0,0,0,0,0,4,3,0,0,23,3,0,7,4,127.65,49,48,9,0,5.95,0.15,0,1.15,0.13,8.62,17.84,17.27,0.57,0,0,2008,0,1,0
"97771401",55.21,1,1,1,0,1,"23,299",2.76,2,1400,1,0,0,0,0,0,0,0,0,0,0,62,12,18,19,4,129.5,59,56,58,1,6.68,0.27,3.19,1.07,0.03,3.05,19.85,17.63,2.23,0,0,2007,0,0,0
"98243331",63.03,0,2,3,0,1,"23,4",3.24,1,2987,1,1,0,0,0,0,0,5,0,0,0,54,1,1,12,9,116.55,60,8,60,0,8.16,0,0.01,1.57,0.47,13.18,25.29,0.05,25.24,0,2,2008,0,0,0
"42345548",42.07,0,1,3,0,1,"23,518",2.17,1,1400,1,1,0,0,0,0,0,7,2,0,0,6,0,1,2,0,0,19,9,12,0,3.88,0,0.13,0.88,0,0,13,5.75,7.25,0,0,2009,0,0,0
"78135517",31.08,1,0,3,0,1,"23,618",2.14,1,1000,1,0,0,0,0,0,0,0,0,0,0,44,7,1,8,1,129.5,60,0,60,1,6.85,0.41,0,0.33,0.01,1.01,18.14,0,18.14,0,0,2006,0,0,0
"96842530",52.55,1,3,10,0,2,"23,656",3.16,7,1400,5,1,0,0,0,0,0,4,0,0,0,41,2,1,11,4,98.05,60,53,60,0,5.87,0.22,0.01,1.58,0.04,1.89,19.11,13.83,5.27,0,0,2006,0,0,0
"9972634",35.89,1,0,7,0,1,"24,084",18.92,1,2500,1,1,0,0,0,0,0,4,0,0,0,32,7,0,2,1,94.35,46,46,24,0,4.4,0.76,0,0.08,0.01,0.71,19.07,18.61,0.46,0,2,2006,0,0,0
"27877805",53.22,1,3,3,0,0,"24,5",33.1,1,3500,1,1,0,0,0,0,0,4,0,4,0,49,0,0,6,1,96.2,60,0,60,0,11.15,0,0,0.8,0.04,3.38,29.87,0,29.87,0,4,2008,0,0,0
"51256760",64.44,1,2,0,0,2,"24,703",13.98,1,3500,1,0,0,0,0,0,0,0,0,0,0,39,1,0,6,0,0,60,0,60,1,7.28,0.03,0,0.76,0,0,19.97,0,19.97,0.03,2,2007,0,1,0
"26045827",54.15,1,4,10,0,1,"24,767",3,2,2500,1,1,0,0,0,0,0,1,0,0,0,60,3,0,7,15,111,59,54,59,0,9.01,0.25,0,0.74,0.32,11.6,21.84,8.08,13.76,0,2,2007,0,0,0
"69177245",47.52,1,2,18,0,3,"25,067",3.1,0,1800,1,1,0,0,0,0,0,3,0,0,0,85,56,18,19,39,122.1,60,60,60,0,4.36,0.62,1.62,1.58,0.19,3.64,16.15,14.8,1.35,0,0,1998,0,0,0
"22762372",40.35,1,2,7,0,4,"25,2",2.23,1,1800,1,1,0,0,0,0,0,5,0,0,0,17,0,0,16,4,96.2,42,42,18,0,5.59,0,0,2.7,0.03,0.75,19.76,19.36,0.4,0,0,2006,0,0,0
"25720824",20.48,0,0,3,0,8,"25,365",1.03,6,1800,1,1,0,0,0,0,0,7,0,0,0,29,1,0,8,0,0,40,38,37,0,7.41,0.05,0,1.82,0,0,19.64,16.05,3.59,0,0,2002,0,0,0
"39304362",31.88,0,1,12,0,1,"25,455",1.02,1,1200,1,1,0,0,0,0,0,9,0,0,0,51,3,0,17,10,116.55,60,60,59,0,14.87,0.13,0,2.61,1.07,42.04,28.94,18.94,10,0,0,2003,0,1,0
"23731862",35.95,0,1,4,0,1,"25,462",13.76,1,2500,1,1,0,0,0,0,0,4,0,0,0,95,8,1,19,42,129.5,59,57,59,1,6.71,0.21,0,0.11,0.58,4.65,19.3,16.81,2.49,0,0,2008,0,0,0
"10916955",62.61,0,0,3,0,2,"25,468",1.03,1,1800,1,1,0,0,0,0,0,7,0,0,0,29,0,0,6,0,0,59,40,59,0,7.17,0,0,1.28,0,0,23.72,11.67,12.06,0,0,2008,0,0,0
"61848221",48.95,0,0,3,0,1,"25,544",33.71,1,1200,1,0,0,0,0,0,0,0,0,0,0,82,4,1,0,28,129.5,60,58,60,1,7.28,0.17,0,0,0.32,6.94,20.58,17.64,2.95,0,0,2008,0,0,0
"12652510",44.91,1,0,0,1,2,"25,63",25.76,1,1800,1,1,0,0,0,0,0,5,0,0,0,46,2,0,10,11,103.6,59,58,41,0,4.74,0.12,0,0.95,0.08,2.17,22.28,21.14,1.15,0,0,2006,0,0,0
"43500959",56.16,0,0,3,0,8,"25,679",1.53,1,1600,1,1,0,0,0,0,0,3,0,0,0,60,46,7,17,42,129.5,60,43,60,0,12.66,5.96,0.22,2.04,0.48,2.21,31.37,0.49,30.88,0,0,2002,0,0,1
"32548536",52.37,0,3,5,0,1,"25,698",0.93,1,2500,1,1,0,0,0,0,0,2,0,0,0,55,3,1,20,6,120.25,60,60,60,0,6.97,0.04,0,2.15,0.07,5.17,23.43,19.11,4.32,0,0,2006,0,0,0
"21021547",22.91,1,0,11,0,2,"25,736",3.68,4,1600,1,1,0,0,0,0,0,4,0,0,0,69,2,1,4,24,129.5,57,47,57,0,14.27,0.13,0.1,0.17,1.58,24.65,26.01,8.54,17.48,0,0,2008,0,1,0
"90626659",65.35,0,3,23,0,1,"25,829",38.01,1,2400,1,0,0,0,0,0,0,0,0,0,0,29,67,1,12,1,94.35,60,4,60,1,7.7,7.85,0.01,1.14,0,0.22,27.15,0.01,27.14,0,4,2007,0,0,0
"68631811",27.48,1,0,3,0,7,"25,844",1.82,1,1400,1,0,0,0,0,0,0,0,0,0,0,59,3,1,7,55,103.6,60,60,60,1,10.99,0.04,0,0.71,0.53,1.6,26.22,17.62,8.6,0,0,2002,0,0,0
"95825852",30.42,1,0,1,0,2,"26,109",1.91,1,1800,1,1,0,0,0,0,0,2,0,2,0,16,1,0,2,1,94.35,51,0,51,0,6.93,0.05,0,0.27,0.02,1.6,21.66,0,21.66,0,0,2001,0,0,0
"54399345",56.35,1,2,4,0,2,"26,173",3.08,1,1400,1,1,0,0,0,0,0,5,0,0,0,30,1,0,3,2,98.05,59,54,36,0,9.25,0.19,0,0.3,0.11,8.34,23.4,21.23,2.18,0,0,2007,0,0,0
"32610262",62.63,0,2,3,0,2,"26,187",32.88,1,1800,1,0,0,0,0,0,0,0,0,0,0,38,79,8,7,1,107.3,55,46,51,1,4.22,16.78,1.9,1.47,0.03,2.79,16.15,14.86,1.29,0.03,2,2008,0,0,0
"48317391",56.79,0,0,0,0,1,"26,569",1.62,1,2700,1,1,0,0,0,0,0,4,0,0,0,66,1,1,7,25,120.25,58,51,58,0,8.25,0.04,0.01,0.19,0.56,7.4,18.65,11.57,7.08,0,2,2009,0,0,0
"98727087",38.27,1,3,7,0,0,"26,651",3.75,1,1600,1,1,0,0,0,0,0,5,0,5,0,43,4,4,7,3,107.3,60,0,60,0,6.87,0.03,0.01,1,0.01,0.76,27.42,0,27.42,0,0,2006,0,0,0
"60848960",48.39,1,1,0,0,1,"26,749",3.23,7,1400,1,1,0,0,0,0,0,3,0,0,0,57,8,1,6,8,127.65,59,59,59,1,5.19,0.14,0,0.18,0.15,12.29,18.1,17.06,1.04,0,0,2006,1,0,0
"42249965",40.99,0,0,12,0,2,"26,848",6.56,1,2500,1,1,0,0,0,0,0,2,0,2,0,76,12,16,10,18,129.5,60,0,60,1,6.11,0.33,1.92,0.1,0.12,3.93,18.38,0,18.38,0,0,2007,0,0,0
"62736002",37.35,0,2,12,0,3,"27,113",9.59,1,1400,1,0,0,0,0,0,0,0,0,0,0,36,1,4,12,1,94.35,60,60,50,1,5.18,0,0.01,1.55,0.01,0.69,19.17,17.81,1.36,0,0,2007,0,0,0
"91636488",60.07,1,3,10,0,1,"27,122",28.31,1,3600,1,0,0,0,0,0,0,0,0,0,0,138,12,1,17,6,127.65,60,59,60,1,5.61,0.15,0,0.28,0.12,8.59,20.32,19.6,0.72,0,0,2007,0,1,0
"55333761",52.85,1,3,10,0,2,"27,205",28.08,1,1600,1,0,0,0,0,0,0,0,0,0,0,80,23,4,7,42,120.25,60,36,60,1,7.87,0.14,0.06,0.65,0.3,2.66,26.73,0.87,25.86,0.01,0,2007,0,0,0
"9104053",30.72,0,0,3,0,1,"27,317",2.77,1,2500,1,1,0,0,0,0,0,4,0,0,0,66,2,1,0,8,129.5,60,60,60,0,5.02,0.11,0.01,0,0.04,3.42,16.76,15.31,1.44,0,0,2007,0,0,0
"94660722",46.83,0,0,4,0,1,"27,743",14.27,7,2000,1,0,0,0,0,0,0,0,0,0,0,54,14,7,15,8,123.95,60,60,60,1,10.71,0.12,0.02,1.99,0.22,11.98,26.65,21.21,5.44,0,0,2008,0,0,1
"81549998",48.59,1,2,10,0,1,"28,182",2.76,1,2500,1,0,0,0,0,0,0,0,0,0,0,60,1,0,14,12,112.85,60,60,60,1,6.59,0,0,1.55,0.06,2.42,22.47,21.15,1.32,0,0,2008,0,0,0
"75600774",47.45,1,1,3,0,1,"28,489",1.53,1,1400,1,1,0,0,0,0,0,4,0,4,0,66,3,1,6,26,114.7,60,0,60,0,8.69,0.14,0.06,0.51,0.78,9.32,21.25,0,21.25,0,0,2009,0,1,1
"79593142",33.1,1,1,3,0,2,"29,045",1.03,1,1800,1,0,0,0,0,0,0,0,0,0,0,55,4,0,25,7,109.15,60,59,60,1,7.35,0.04,0,2.06,0.06,3.72,25.97,22.55,3.42,0,0,2008,0,1,1
"38483685",33.73,1,0,3,0,1,"29,304",14.18,1,2500,1,1,0,0,0,0,0,6,6,0,0,21,4,5,0,0,0,39,39,2,0,8.13,0.96,1.5,0,0,0,23.33,23.25,0.08,0,0,2007,0,0,0
"59152086",44.06,0,2,10,0,2,"29,545",2.72,4,1800,1,0,0,0,0,0,0,0,0,0,0,29,8,2,4,3,107.3,58,47,39,5,6.38,0.75,0.06,0.06,0.09,7.43,17.04,11.43,5.6,0.55,0,2007,0,0,0
"72217502",32.87,0,0,15,0,1,"30,256",23.82,1,1400,1,1,0,0,0,0,0,4,0,0,0,79,7,1,12,40,129.5,60,47,60,0,6.78,0.86,0,0.14,0.31,4.8,21.45,0.44,21.01,0,0,2008,0,0,0
"58558355",49.72,0,0,12,0,1,"32,023",26.19,1,1600,1,1,0,0,0,0,0,3,0,0,0,67,11,1,9,10,127.65,60,60,60,1,7.79,0.2,0.01,0.28,0.05,1.91,25.7,21.79,3.92,0,0,2006,0,0,0
"87195968",45.2,1,2,5,0,3,"32,164",3.17,7,2500,1,1,0,0,0,0,0,4,0,0,0,43,2,1,25,7,112.85,59,54,59,0,7.51,0.02,0.01,2.95,0.1,5.01,23.21,15.76,7.45,0,0,2006,0,0,0
"64913261",30.91,1,0,10,0,1,"32,3",27.08,1,1000,1,0,0,0,0,0,0,0,0,0,0,53,7,3,15,9,129.5,60,10,60,1,6.53,0.08,0.01,0.89,0.1,2.68,20.31,0.03,20.28,0,0,2007,0,0,0
"48367467",48.7,1,1,3,0,3,"32,455",2.28,2,1800,1,1,0,0,0,0,0,4,0,0,0,39,4,0,2,3,92.5,58,52,58,0,7.15,0.59,0,0.19,0.05,1.57,19.56,15.17,4.39,0,0,2001,0,0,0
"54630608",40.3,1,0,10,0,1,"32,456",12.28,1,1400,1,1,0,0,0,0,0,3,3,0,0,15,2,0,0,1,90.65,48,48,4,0,5.51,0.13,0,0,0.01,1.28,16.31,16.21,0.1,0,0,2002,0,0,0
"19112063",29.38,1,0,10,0,1,"32,562",2.74,4,1400,1,0,0,0,0,0,0,0,0,0,0,56,46,20,18,12,123.95,60,58,53,1,5.56,2.39,1.79,0.53,0.07,4.24,18.97,11.75,7.22,0.01,0,2007,0,0,0
"34513246",30.15,1,1,3,0,1,"32,596",2.81,1,1800,1,1,0,0,0,0,0,3,0,0,0,68,88,3,23,11,127.65,60,60,60,0,5.8,4.13,0.01,2.21,0.04,1.35,25.15,21.6,3.55,0,2,2006,0,0,0
"10408062",53.19,1,2,10,0,2,"32,923",33.34,1,1600,1,1,0,0,0,0,0,6,0,0,0,62,4,0,4,19,122.1,59,50,59,0,9.41,0.28,0,0.1,0.79,9.54,25.41,17.88,7.53,0,0,2006,0,1,0
"46193073",33.04,0,0,7,0,2,"33",13.01,1,2500,1,1,0,0,0,0,0,6,0,0,0,25,4,6,2,9,122.1,42,42,21,0,8.35,0.63,1.58,0.09,0.49,20.95,18.74,17.84,0.91,0,0,2006,0,0,0
"60732352",67.59,1,4,3,0,0,"33,17",36.02,1,1600,1,0,0,0,0,0,0,0,0,0,0,21,3,18,2,0,0,58,47,14,1,6.51,0.46,3.64,0.33,0,0,22.33,21.67,0.67,0.03,0,2008,0,0,0
"15849077",47.57,1,0,0,0,2,"33,654",2.1,1,1400,1,1,0,0,0,0,0,3,0,0,0,64,13,4,9,13,109.15,60,60,60,0,8.09,0.11,0.01,0.86,0.28,4.73,23.75,17.33,6.42,0,0,2007,0,0,0
"33353324",66.79,0,5,18,0,3,"33,731",41.88,1,2200,1,1,0,0,0,0,0,4,0,0,0,54,7,12,5,10,107.3,59,52,56,1,8.02,0.26,1.15,0.09,0.12,4.01,22.98,18.38,4.6,0,0,2005,0,0,0
"10659533",34.19,1,0,10,0,1,"33,794",17.22,7,1300,1,1,0,0,0,0,0,3,3,0,0,19,3,8,0,2,109.15,40,40,1,0,7.79,0.62,2.45,0,0.21,17.69,19.28,19.24,0.04,0,0,2005,0,0,0
"44278039",44.59,1,0,0,0,1,"33,83",12.6,1,2000,1,0,0,0,0,0,0,0,0,0,0,85,3,1,0,31,129.5,60,60,60,1,9.74,0.09,0,0,0.47,15.36,24,18.22,5.78,0,2,2006,0,0,0
"62091115",53.74,0,3,3,0,6,"33,898",1.59,1,2500,1,0,0,0,0,0,0,0,0,0,0,37,6,17,17,9,129.5,50,38,50,1,5.42,0.76,1.22,1.23,0.09,3.8,17.04,7.51,9.53,0.01,0,2004,0,0,0
"86855395",65.37,1,1,8,0,2,"34,41",12.06,1,1600,1,0,0,0,0,0,0,0,0,0,0,82,4,2,21,37,123.95,60,60,60,1,9.3,0.07,0.01,1.64,1.11,6.52,27.08,20.23,6.85,0,0,2008,0,0,0
"48488738",21.85,0,0,3,0,1,"34,505",2.08,1,2500,1,1,0,0,0,0,0,2,0,0,0,28,14,13,0,1,105.45,59,56,35,0,5.55,0.29,2.01,0,0,0.41,17.12,16.07,1.05,0,0,2006,0,0,0
"16033658",53.9,0,2,10,0,3,"34,638",38.27,1,2500,1,0,0,0,0,0,0,0,0,0,0,77,5,1,18,32,127.65,60,49,60,1,8.36,0.19,0,1.33,0.39,12.82,24.6,3.76,20.84,0.01,0,2005,0,0,0
"36883138",38.05,1,2,18,0,3,"34,889",1.28,1,1400,1,1,0,0,0,0,0,4,0,0,0,40,7,1,15,1,105.45,60,52,60,0,4.58,0.09,0,1.33,0.01,0.6,21.07,18.83,2.24,0,0,2007,0,0,0
"96658460",45.9,1,3,10,0,1,"35,12",26.03,1,2500,1,1,0,0,0,0,0,5,0,0,0,17,3,0,2,0,0,40,39,34,0,7.63,0.41,0,0.05,0,0,22.93,20.76,2.17,0,0,2007,0,2,0
"82209492",50.67,1,2,2,0,2,"35,137",1.45,1,2500,1,1,0,0,0,0,0,3,0,0,0,79,12,4,7,37,123.95,60,52,57,0,8.92,0.69,0.15,0.92,1.03,7.63,23.16,8.26,14.91,0,0,2008,0,0,0
"16357470",26.85,0,0,12,0,1,"35,458",1.53,4,2500,1,1,0,0,0,0,0,5,0,0,0,26,9,1,8,1,107.3,50,49,40,0,4.87,0.09,0.02,0.3,0.01,0.77,17.95,15.3,2.66,0,0,2006,0,0,0
"69391605",32.07,0,0,7,0,2,"35,644",13.24,4,2000,1,1,0,0,0,0,0,3,0,3,0,48,4,2,10,9,107.3,60,0,60,1,7.4,0.25,0.07,1.78,0.25,11.09,22.89,0,22.89,0,0,2006,0,0,0
"78699390",45.39,1,1,10,0,1,"35,712",2.96,1,1800,1,1,0,0,0,0,0,4,0,0,0,40,10,0,5,6,94.35,54,54,45,0,8.94,1.1,0,0.11,0.14,2.97,22.4,17.79,4.6,0,2,2007,0,0,0
"32553863",38.21,0,2,4,0,2,"35,738",0.99,1,1400,1,1,0,0,0,0,0,5,1,0,0,22,1,0,7,0,0,59,59,7,0,4.11,0.01,0,0.91,0,0,19.88,19.47,0.41,0,0,2007,0,0,0
"59135432",63.81,1,2,5,0,1,"35,95",40.01,1,2400,1,1,0,0,0,0,0,2,0,2,0,40,0,0,2,1,90.65,56,0,56,0,9.52,0,0,0.36,0.04,3.63,25.96,0,25.96,0,4,2006,0,0,0
"65958346",40.52,0,0,10,0,2,"36,071",17.99,1,3000,1,1,0,0,0,0,0,4,0,4,0,26,11,8,6,0,0,59,0,59,0,6.89,0.28,0.06,0.97,0,0,23.69,0,23.69,0,0,2004,0,0,0
"35287590",16.65,1,2,3,0,1,"36,267",17.68,1,1600,1,1,0,0,0,0,0,4,0,0,0,52,2,1,13,8,116.55,60,10,60,0,5.63,0.05,0.01,1.54,0.08,5.46,21.09,0.06,21.04,0,0,2003,0,0,0
"35135442",32.64,1,0,10,0,3,"36,528",3,1,3000,1,1,0,0,0,0,0,7,0,0,0,25,6,5,0,0,0,44,23,36,0,7.31,1.23,1.12,0,0,0,20.73,3.85,16.88,0,0,2005,0,0,0
"45918383",28.5,1,0,10,0,2,"36,631",3.15,7,1600,1,1,0,0,0,0,0,7,7,0,0,13,1,0,11,0,0,28,28,3,0,5.58,0.05,0,1.16,0,0,15.47,15.16,0.32,0,0,2006,0,0,0
"65848810",42.36,0,1,3,0,0,"36,965",13.32,1,2500,1,1,0,0,0,0,0,5,0,0,0,26,0,0,6,0,0,49,49,16,0,6.68,0,0,0.75,0,0,19.89,17.89,2,0,0,2006,0,0,0
"55286337",43.5,0,0,3,0,3,"37,406",1.48,1,2500,1,0,0,0,0,0,0,0,0,0,0,61,7,16,17,50,127.65,60,54,60,1,7.28,0.14,0.18,1.11,0.77,4.63,22.87,3.24,19.63,0,0,2007,0,0,0
"41740561",61.13,1,7,20,0,3,"37,555",6.01,1,2500,1,1,0,0,0,0,0,2,0,0,0,74,9,2,11,36,116.55,60,50,60,0,12.87,0.1,0.02,1.4,2.21,27.84,26.99,3.1,23.89,0,0,2006,0,0,0
"26793133",57.34,1,3,4,0,7,"37,817",0.94,1,1600,1,0,0,0,0,0,0,0,0,0,0,49,18,3,15,9,129.5,60,60,60,1,8.54,0.35,0.03,1.41,0.29,20.27,31.38,28.98,2.4,0,0,1995,0,0,1
"31172933",37.8,0,2,15,0,2,"37,982",1.48,1,1800,1,1,0,0,0,0,0,6,0,0,0,75,11,1,2,30,127.65,59,38,59,1,12.42,0.56,0.01,0.15,1.5,20.81,22,10.61,11.39,0.01,0,2008,0,0,0
"28393149",48.39,1,0,4,0,6,"38,067",10.15,1,1800,1,1,0,0,0,0,0,3,0,0,0,53,12,0,5,11,125.8,58,55,31,0,7.68,1.1,0,0.1,0.13,4.59,21.47,20.59,0.87,0,0,2002,0,0,0
"98935478",64.38,0,2,18,0,4,"38,245",7.54,1,1400,1,0,0,0,0,0,0,0,0,0,0,84,4,1,6,46,125.8,60,48,60,1,7.5,0.24,0.02,0.25,0.09,1.76,19,9.61,9.39,0,0,2004,0,0,1
